title,title href,logoImage src,comp-name,comp-name href,rating href,main-2,review,expwdth,ni-job-tuple-icon,locWdth,job-desc,dot-gt,dot-gt 2,dot-gt 3,dot-gt 4,dot-gt 5,dot-gt 6,dot-gt 7,dot-gt 8,job-post-day
Panviva - Product Owner,https://www.naukri.com/job-listings-panviva-product-owner-upland-bangalore-bengaluru-2-to-3-years-110124500322,,Upland,https://www.naukri.com/upland-jobs-careers-5508630,,,,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,". A bachelors degree or technical institute degree / certificate in Computer Science, I...",Product management,Manager Quality Assurance,IVR,Agile,Manager Technology,Scrum,Business process analysis,digital transformation,20 Days Ago
Product Manager,https://www.naukri.com/job-listings-product-manager-head-infotech-bangalore-bengaluru-3-to-8-years-110124500317,https://img.naukimg.com/logo_images/groups/v1/4690205.gif,Head Infotech India,https://www.naukri.com/head-infotech-india-jobs-careers-948304,https://www.ambitionbox.com/reviews/head-infotech-india-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,60  Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,Agile Methodology - Experience working in an Agile development environment and understa...,Product management,Analytical skills,Career development,Venture capital,Market research,Agile methodology,Engineering Design,Stakeholder management,20 Days Ago
Associate Product Operation Analyst,https://www.naukri.com/job-listings-associate-product-operation-analyst-akamai-bengaluru-1-to-3-years-110124008708,https://img.naukimg.com/logo_images/groups/v1/1350708.gif,Akamai,https://www.naukri.com/akamai-jobs-careers-9942,https://www.ambitionbox.com/reviews/akamai-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.4,305  Reviews,1-3 Yrs,5-7.5 Lacs PA,Remote,"Have good interpersonal, organizational, problem solving and analytical skills Advanced...",Pivot Table,Product operations,Excel,Product Life Cycle,SQL,Product Strategy,VLOOKUP,Formulas,20 Days Ago
Business Architect- Global Planning,https://www.naukri.com/job-listings-business-architect-global-planning-cisco-systems-india-private-limited-bangalore-bengaluru-9-to-13-years-100124500897,https://img.naukimg.com/logo_images/groups/v1/134304.gif,Cisco Systems (India) Private Limited,https://www.naukri.com/cisco-jobs-careers-179429,https://www.ambitionbox.com/reviews/cisco-systems-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.4,1486  Reviews,9-13 Yrs,Not disclosed,Bangalore/Bengaluru,The Global Planning Transformation team at Cisco is always looking for ways to ...,Product management,Supply chain,Business process,Process design,Sales planning,Architecture,Financial planning,Business planning,20 Days Ago
Supplier Manager_2.0,https://www.naukri.com/job-listings-supplier-manager-2-0-embitel-bangalore-bengaluru-12-to-15-years-100124500611,https://img.naukimg.com/logo_images/groups/v1/4593493.gif,Embitel Technologies,https://www.naukri.com/embitel-technologies-jobs-careers-254587,https://www.ambitionbox.com/reviews/embitel-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.3,124  Reviews,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,"Experience in procurement of Embedded SW, Software engineering Tools and Licensing Prof...",Product management,Procurement,AUTOSAR,Project management,Strategic sourcing,Supplier management,Embedded system design,Licensing,20 Days Ago
Product Owner - Vehicle Motion & Energy,https://www.naukri.com/job-listings-product-owner-vehicle-motion-energy-embitel-bangalore-bengaluru-10-to-12-years-100124500595,https://img.naukimg.com/logo_images/groups/v1/4593493.gif,Embitel Technologies,https://www.naukri.com/embitel-technologies-jobs-careers-254587,https://www.ambitionbox.com/reviews/embitel-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.3,124  Reviews,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,CARIAD COE as part of Embitel Technologies is looking for  Product Owner  for our pro...,Embedded C,Automation,Linux,ISO,Ethernet,Agile,QNX,Firmware,20 Days Ago
PO Update_1.1,https://www.naukri.com/job-listings-po-update-1-1-embitel-bangalore-bengaluru-12-to-15-years-100124500592,https://img.naukimg.com/logo_images/groups/v1/4593493.gif,Embitel Technologies,https://www.naukri.com/embitel-technologies-jobs-careers-254587,https://www.ambitionbox.com/reviews/embitel-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.3,124  Reviews,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,. Shall have experience in handling software delivery for a complete ECU from start to ...,AUTOSAR,EMI,Software testing,Design validation,Test design,Agile,EMC,Management,20 Days Ago
Growth Lead,https://www.naukri.com/job-listings-growth-lead-scripbox-com-india-pvt-ltd-bangalore-bengaluru-3-to-7-years-100124500212,https://img.naukimg.com/logo_images/groups/v1/3369036.gif,Scripbox,https://www.naukri.com/scripbox-jobs-careers-1993882,https://www.ambitionbox.com/reviews/scripbox-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,40  Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Your mission in this pivotal role - Identify, execute and measure growth experiments...",Product management,Data analysis,Business consulting,Google Analytics,Wealth management,Project leadership,Coding,Customer service,20 Days Ago
Engineer - Environmental Product Compliance,https://www.naukri.com/job-listings-engineer-environmental-product-compliance-novintix-technologies-llp-bengaluru-karnataka-5-to-8-years-100124005351,,Novintix Technologies Llp,https://www.naukri.com/novintix-technologies-jobs-careers-124043516,,,,5-8 Yrs,Not disclosed,"Bengaluru, Karnataka",Job Description:Support the assessment of products to ensure the company can demonstrat...,Product Compliance,Project Management,Regulatory Affairs,Data Analysis,Data Mining,PLM,Written And Oral Communication,Analytical Method Validation,21 Days Ago
Product Manager - Platform services,https://www.naukri.com/job-listings-product-manager-platform-services-uniphore-software-systems-chennai-tamil-nadu-bangalore-bengaluru-karnataka-6-to-11-years-091023007268,https://img.naukimg.com/logo_images/groups/v1/555816.gif,Uniphore Software Systems,https://www.naukri.com/uniphore-systems-jobs-careers-826493,https://www.ambitionbox.com/reviews/uniphore-software-systems-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.5,68  Reviews,6-11 Yrs,25-30 Lacs PA,"Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka",Bachelors or Masters Degree in Computer Science / IT Engineering or related fields. 8+ ...,Platform administrative,tenant provisioning,user management,service management.,Administration,Service management,Product management,Management,23 Days Ago
Product Owner,https://www.naukri.com/job-listings-product-owner-reveal-health-tech-bangalore-bengaluru-5-to-10-years-090124500872,,Reveal Health Tech,https://www.naukri.com/reveal-health-tech-jobs-careers-123810299,,,,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,5+ years of experience as a Product Owner or similar role . Strong understanding of the...,Product engineering,Analytical,Agile development,Manager Technology,Healthcare,Product implementation,Management,Monitoring,21 Days Ago
"Product Manager, Sales Products",https://www.naukri.com/job-listings-product-manager-sales-products-autodesk-india-pvt-ltd-bangalore-bengaluru-4-to-9-years-080124500337,https://img.naukimg.com/logo_images/groups/v1/690506.gif,Autodesk,https://www.naukri.com/autodesk-jobs-careers-166302,https://www.ambitionbox.com/reviews/autodesk-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.3,174  Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,Product Manager for Sales Products is a critical role reporting to the ...,Product management,Sales planning,Architecture,Project management,Account management,Autodesk,Risk management,Stakeholder management,22 Days Ago
Product Head,https://www.naukri.com/job-listings-product-head-klene-paks-bengaluru-7-to-12-years-080124003676,,Klene Paks,https://www.naukri.com/klene-paks-jobs-careers-985532,https://www.ambitionbox.com/reviews/klene-paks-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.2,35  Reviews,7-12 Yrs,25-37.5 Lacs PA,Bengaluru(Arekere),Preferred candidate profile . Bachelors degree in Engineering (BE) or a related fieldMa...,Team Management Skills,Strong Interpersonal Skills,Management Skills,Administrative Skills,Leadership Skills,Production Management,Mba Marketing,Production Planning,23 Days Ago
"Product Support Analyst, Associate",https://www.naukri.com/job-listings-product-support-analyst-associate-infor-bangalore-bengaluru-1-to-3-years-050124500836,https://img.naukimg.com/logo_images/groups/v1/4601559.gif,Infor,https://www.naukri.com/infor-jobs-careers-833907,https://www.ambitionbox.com/reviews/infor-global-solution-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,430  Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,This position is to provide technical support and troubleshoot issues for custo...,Hospitality,Front office,Hospitality management,Information security,Customer retention,Property management,Management,Technical support,25 Days Ago
Product Support Analyst,https://www.naukri.com/job-listings-product-support-analyst-infor-bangalore-bengaluru-1-to-4-years-050124500835,https://img.naukimg.com/logo_images/groups/v1/4601559.gif,Infor,https://www.naukri.com/infor-jobs-careers-833907,https://www.ambitionbox.com/reviews/infor-global-solution-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,430  Reviews,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,This position is to provide technical support and troubleshoot issues for custom...,Hospitality,Front office,Hospitality management,Information security,Customer retention,Property management,Management,Technical support,25 Days Ago
Lead Product Analyst,https://www.naukri.com/job-listings-lead-product-analyst-freshdesk-bangalore-bengaluru-5-to-10-years-050124500091,https://img.naukimg.com/logo_images/groups/v1/3818054.gif,Freshworks,https://www.naukri.com/freshworks-jobs-careers-950088,https://www.ambitionbox.com/reviews/freshworks-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,487  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Requirements . Education and experience: Bachelors or Masters in a quantitative field (...,Market analysis,Logistic regression,Social media analytics,Data analysis,Neural networks,data visualization,Data mining,Analytics,26 Days Ago
Product || Senior Product Manager - Fintech - IIM / IIT,https://www.naukri.com/job-listings-product-senior-product-manager-fintech-iim-iit-ef-kamp-technologies-bengaluru-karnataka-3-to-8-years-050124007716,,EF Kamp Technologies,https://www.naukri.com/ef-kamp-technologies-jobs-careers-6168030,,,,3-8 Yrs,22.5-37.5 Lacs PA,"Bengaluru, Karnataka",REQUIRED SKILLS,Product Development,Product Management,KYC,Fintech,Payment Gateways,New Product Development,Product Roadmap,Product Launch,26 Days Ago
Senior Product Manager,https://www.naukri.com/job-listings-senior-product-manager-freshdesk-bangalore-bengaluru-7-to-9-years-040124501341,https://img.naukimg.com/logo_images/groups/v1/3818054.gif,Freshworks,https://www.naukri.com/freshworks-jobs-careers-950088,https://www.ambitionbox.com/reviews/freshworks-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,487  Reviews,7-9 Yrs,Not disclosed,Bangalore/Bengaluru,You d evangelize the vision and ensure maximum customer value is achieved with the appr...,Product management,Sales,Analytical,SAAS,Focus,Senior,Analytics,Management,26 Days Ago
Product Manager,https://www.naukri.com/job-listings-product-manager-innoviti-technologies-pvt-ltd-bengaluru-4-to-9-years-021223003943,https://img.naukimg.com/logo_images/groups/v1/4603429.gif,Innoviti Technologies Pvt. Ltd.,https://www.naukri.com/innoviti-payment-solutions-jobs-careers-1567082,https://www.ambitionbox.com/reviews/innoviti-payment-solutions-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.5,196  Reviews,4-9 Yrs,Not disclosed,Bengaluru(Kodihalli),"Should be a dynamic go-getter with ability to take extra mileShould be self-driven, res...",Product Management,Management,,,,,,,26 Days Ago
Staff Product Manager,https://www.naukri.com/job-listings-staff-product-manager-freshdesk-bangalore-bengaluru-4-to-8-years-020124500970,https://img.naukimg.com/logo_images/groups/v1/3818054.gif,Freshworks,https://www.naukri.com/freshworks-jobs-careers-950088,https://www.ambitionbox.com/reviews/freshworks-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,487  Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,supporting widely used open-source technologies with a high degree of self-service capa...,Product management,Usage,Sales,Coding,Focus,Manager Technology,Management,Open source,28 Days Ago
"Sr Manager, Product Security",https://www.naukri.com/job-listings-sr-manager-product-security-databricks-bangalore-bengaluru-12-to-20-years-020124500457,https://img.naukimg.com/logo_images/groups/v1/4128698.gif,Databricks,https://www.naukri.com/databricks-jobs-careers-4964660,https://www.ambitionbox.com/reviews/databricks-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.3,7  Reviews,12-20 Yrs,Not disclosed,Bangalore/Bengaluru,Coordinate execution and collaborate across teams to unblock cross-cutting projects. Wh...,SAN,Career development,Automation,cloud security,spark,Diversity and Inclusion,Resourcing,Data analytics,29 Days Ago
Product Owner,https://www.naukri.com/job-listings-product-owner-healthedge-bengaluru-3-to-8-years-010124001876,https://img.naukimg.com/logo_images/groups/v1/5888328.gif,Healthedge,https://www.naukri.com/healthedge-jobs-careers-5884298,https://www.ambitionbox.com/reviews/healthedge-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.5,33  Reviews,3-8 Yrs,Not disclosed,Hybrid - Bengaluru,". 3+ years experience as a product manager in a SaaS-based, Agile / Scrum technology co...",US Healthcare,Product Analyst,story mapping,Roadmap,Product Owner,Business Analyst,User Stories,Product Backlogs,29 Days Ago
Assistant Vice President / Director / General Manager / Manager,https://www.naukri.com/job-listings-assistant-vice-president-director-general-manager-manager-benovymed-healthcare-noida-gurgaon-gurugram-delhi-ncr-4-to-9-years-310124909193,,Benovymed Healthcare,https://www.naukri.com/benovymed-healthcare-jobs-careers-123596329,,,,4-9 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram, Delhi / NCR",This is a high-growth career opportunity that is only best for those who have the capab...,Product Management,Product Strategy,Product Operations,Product Implementation,Product Support,Product Roadmap,SaaS,Product Head,Just Now
Product Analyst,https://www.naukri.com/job-listings-product-analyst-fifthnote-a-unit-of-invertedi-it-consultancy-priv-ate-limited-chandigarh-3-to-6-years-310124908879,,Fifthnote (a Unit Of Invertedi It Consultancy Priv Ate Limited),https://www.naukri.com/fifthnote-a-unit-of-invertedi-it-consultancy-priv-ate-jobs-careers-4712992,https://www.ambitionbox.com/reviews/fifth-note-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,45  Reviews,3-6 Yrs,Not disclosed,Chandigarh,Skills Required Experience working in an Agile environment using scrum methodologiesGoo...,Product Analysis,Product Management,Revenue Cycle Management,Azure ADO,product development,product development architecture,Product design,ADO,Just Now
Product Manager - Hair & Skincare,https://www.naukri.com/job-listings-product-manager-hair-skincare-wizaltia-hr-solutions-pvt-ltd-chennai-2-to-6-years-310124501689,,Wizaltia Hr Solutions,https://www.naukri.com/wizaltia-hr-solutions-jobs-careers-124048332,,,,2-6 Yrs,Not disclosed,Chennai,Educational Background: BSc / B Pharma with MBA  Job Responsibilities : . 2 to 6 years ...,Product management,Brand management,Primary research,Pharma,Market intelligence,Market research,Healthcare,Forecasting,Just Now
Product Owner,https://www.naukri.com/job-listings-product-owner-ebizon-net-info-pvt-ltd-noida-5-to-10-years-310124501509,https://img.naukimg.com/logo_images/groups/v1/4592915.gif,Ebizon Net Info,https://www.naukri.com/ebizon-net-info-jobs-careers-374885,https://www.ambitionbox.com/reviews/ebizon-net-info-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,53  Reviews,5-10 Yrs,Not disclosed,Noida,"B2B and B2C experience . Experience in product development in an Agile environment, . J...",Consulting,Agile,E-commerce,Video conferencing,Scrum,Customer service,microsoft,JIRA,Just Now
Associate - Digital Product Management,https://www.naukri.com/job-listings-associate-digital-product-management-resy-gurgaon-gurugram-2-to-7-years-310124501428,,Resy,https://www.naukri.com/resy-jobs-careers-123912453,,,,2-7 Yrs,Not disclosed,Gurgaon/Gurugram,The open role is for Enterprise Communication Enablement and Transformation (ECET)...,Product management,Career development,Analytical,Agile,Scrum,Customer experience,Stakeholder management,JIRA,Just Now
Associate - Digital Product Management,https://www.naukri.com/job-listings-associate-digital-product-management-resy-gurgaon-gurugram-2-to-7-years-310124501427,,Resy,https://www.naukri.com/resy-jobs-careers-123912453,,,,2-7 Yrs,Not disclosed,Gurgaon/Gurugram,The open role is for Enterprise Communication Enablement and Transformation (ECET) ...,Product management,Career development,Analytical,Javascript,Agile,JSON,Customer experience,Servicing,Just Now
Product Manager,https://www.naukri.com/job-listings-product-manager-learnship-globalenglish-chennai-7-to-12-years-310124501402,,Learnship Globalenglish,https://www.naukri.com/learnship-globalenglish-jobs-careers-123601773,,,,7-12 Yrs,Not disclosed,Chennai,. Bachelors degree with a minimum of 7+ years of relevant work experience directly rela...,Training,Project management,Competitor analysis,Agile,Market research,Scrum,Medical insurance,Management,Just Now
Product Manager I,https://www.naukri.com/job-listings-product-manager-i-donaldson-gurgaon-gurugram-3-to-5-years-310124500622,https://img.naukimg.com/logo_images/groups/v1/4591565.gif,Donaldson,https://www.naukri.com/donaldson-india-filter-systems-jobs-careers-10909,https://www.ambitionbox.com/reviews/donaldson-india-filter-systems-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,88  Reviews,3-5 Yrs,Not disclosed,Gurgaon/Gurugram,Mechanical Engineer Degree or equivalent experience . A minimum 3-5 years Project or Pr...,Product management,Market analysis,Interpersonal skills,Sales,Application engineering,Manager Program Management,Mechanical,Manager Technology,Just Now
Product Delivery Manager,https://www.naukri.com/job-listings-product-delivery-manager-cloudsense-chennai-4-to-7-years-310124500485,,Cloudsense,https://www.naukri.com/cloudsense-jobs-careers-4682880,https://www.ambitionbox.com/reviews/cloudsense-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.5,13  Reviews,4-7 Yrs,Not disclosed,Chennai,Experience working in a software engineering role / environment . Scrum Master training...,Training,Order management,Product management,Health insurance,Project management,Configuration management,Agile,Project delivery,Just Now
Product Manager,https://www.naukri.com/job-listings-product-manager-edique-solutions-noida-uttar-pradesh-2-to-4-years-310124009807,https://img.naukimg.com/logo_images/groups/v1/4593051.gif,Edique Solutions,https://www.naukri.com/edique-solutions-jobs-careers-2782492,https://www.ambitionbox.com/reviews/edique-solutions-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.4,46  Reviews,2-4 Yrs,5-7 Lacs PA,"Noida, Uttar Pradesh",Qualifications: . Bachelors degree in Engineering or related field (BTech preferred)The...,Product Development,Critical Thinking,Product Management,Research Analysis,Management,Critical care,Development,Research,Just Now
Product Manager (Pharma),https://www.naukri.com/job-listings-product-manager-pharma-morepen-laboratories-faridabad-haryana-gurugram-haryana-delhi-ncr-5-to-10-years-310124007354,https://img.naukimg.com/logo_images/groups/v1/4591645.gif,Morepen Laboratories,https://www.naukri.com/morepen-laboratories-jobs-careers-66417,https://www.ambitionbox.com/reviews/morepen-laboratories-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,332  Reviews,5-10 Yrs,9-16 Lacs PA,"Faridabad, Haryana, Gurugram, Haryana, Delhi / NCR",Position Title: Product Manager (Pharma) . Educational Qualification B Pharma + PG in P...,Cardiovascular,Cardiac,pharma,Cardiology,Product Management,NPD,New Product Development,Product Marketing,Few Hours Ago
Senior Product Manager,https://www.naukri.com/job-listings-senior-product-manager-freshdesk-chennai-5-to-9-years-300124501888,https://img.naukimg.com/logo_images/groups/v1/3818054.gif,Freshworks,https://www.naukri.com/freshworks-jobs-careers-950088,https://www.ambitionbox.com/reviews/freshworks-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,487  Reviews,5-9 Yrs,Not disclosed,Chennai,SaaS experience is preferred as you d settle right in 4+ years of core product manageme...,Product management,Analytical,SAAS,Analytics,Senior,Management,,,1 Day Ago
Product Support Engineer,https://www.naukri.com/job-listings-product-support-engineer-uvj-technologies-pvt-ltd-kochi-cochin-5-to-10-years-300124501165,,Uvj Technologies,https://www.naukri.com/uvj-technologies-jobs-careers-676977,https://www.ambitionbox.com/reviews/uvj-technologies-calpine-group-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,22  Reviews,5-10 Yrs,Not disclosed,Kochi/Cochin,. Must have a deep understanding of the opportunities such that they can gather importa...,Root cause analysis,Mechatronics,QMS,Debugging,Product design,Management,Troubleshooting,Technical support,1 Day Ago
Senior Product Manager (Solutions),https://www.naukri.com/job-listings-senior-product-manager-solutions-appian-corporation-chennai-4-to-9-years-300124501120,https://img.naukimg.com/logo_images/groups/v1/6545887.gif,Appian,https://www.naukri.com/appian-jobs-careers-4139414,https://www.ambitionbox.com/reviews/appian-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,2.3,3  Reviews,4-9 Yrs,Not disclosed,Chennai,Bachelors in Computer Science or related Engineering field Responsibilities: . Prioriti...,Training,Technical writing,Marketing Professional,Mentor,Scrum,Technical Staff,Training and Development,Mentoring,1 Day Ago
Product Specialist,https://www.naukri.com/job-listings-product-specialist-getwell-oncology-pvt-ltd-chennai-1-to-3-years-300124501079,https://img.naukimg.com/logo_images/groups/v1/4719129.gif,Getwell Oncology,https://www.naukri.com/getwell-oncology-jobs-careers-2520686,https://www.ambitionbox.com/reviews/getwell-oncology-pvt-ltd-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,5  Reviews,1-3 Yrs,Not disclosed,Chennai,Academics: Science Graduate (BSc / BPharm) . Professional Experience: 1-3 years of expe...,Training,Market analysis,Sales,Pharma,Data collection,Healthcare,Revenue generation,Forecasting,1 Day Ago
Manager (Product),https://www.naukri.com/job-listings-manager-product-entigrity-offshore-staffing-ahmedabad-6-to-11-years-300124500958,,Entigrity Offshore Staffing,https://www.naukri.com/entigrity-jobs-careers-5511594,https://www.ambitionbox.com/reviews/entigrity-solutions-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,219  Reviews,6-11 Yrs,Not disclosed,Ahmedabad,"Qualifications: . Bachelors degree in a relevant field (business, engineering, etc)Prov...",Product management,Data analysis,Interpersonal skills,Product Manager,Manager Quality Assurance,Analytical,Agile development,Market research,1 Day Ago
Product Owner,https://www.naukri.com/job-listings-product-owner-ebizon-noida-5-to-8-years-300124500712,https://img.naukimg.com/logo_images/groups/v1/4592915.gif,Ebizon Net Info,https://www.naukri.com/ebizon-net-info-jobs-careers-374885,https://www.ambitionbox.com/reviews/ebizon-net-info-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,53  Reviews,5-8 Yrs,Not disclosed,Noida,"B2B and B2C experience . Experience in product development in an Agile environment, . J...",Consulting,Agile,E-commerce,Video conferencing,Scrum,Customer service,microsoft,JIRA,1 Day Ago
Product Analyst,https://www.naukri.com/job-listings-product-analyst-aryng-gurgaon-gurugram-3-to-6-years-300124500665,,Aryng,https://www.naukri.com/aryng-jobs-careers-123686515,https://www.ambitionbox.com/reviews/aryng-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.4,3  Reviews,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,"Establish and manage KPIs that measure the health of the business, product performance,...",SAN,Operations research,Usage,data science,Consulting,Data analytics,Business strategy,Business intelligence,1 Day Ago
Product Manager,https://www.naukri.com/job-listings-product-manager-sea-and-beyond-chennai-3-to-5-years-300124500636,https://img.naukri.com/logo_images/v3/4674734.gif,Sea And Beyond,https://www.naukri.com/sea-and-beyond-jobs-careers-4674734,,,,3-5 Yrs,Not disclosed,Chennai,Looking for: . 3+ years of experience in product development and digitalization space ....,Interpersonal skills,Data analytics,Machinery,Predictive analytics,Predictive,Management,Interpersonal,Interpersonal Skill,1 Day Ago
Senior Product Manager,https://www.naukri.com/job-listings-senior-product-manager-vouchagram-india-pvt-ltd-delhi-ncr-4-to-9-years-300124011677,,Vouchagram India,https://www.naukri.com/vouchagram-india-jobs-careers-5990300,https://www.ambitionbox.com/reviews/gyftr-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,44  Reviews,4-9 Yrs,Not disclosed,Delhi / NCR,"Manage all aspects of the product lifecycle, including problem definition, product stra...",Payment Gateways,Product Development,API,Product Launch,Product Life Cycle Management,Product Strategy,Product Management,Integration,1 Day Ago
Asst. Manager/Manager - Products (International Travel Packages),https://www.naukri.com/job-listings-asst-manager-manager-products-international-travel-packages-southern-travels-pvt-ltd-delhi-ncr-5-to-10-years-300124009448,,Southern Travels Pvt. Ltd.,https://www.naukri.com/southern-grand-hotels-jobs-careers-4729772,https://www.ambitionbox.com/reviews/southern-grand-hotels-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,5,3  Reviews,5-10 Yrs,4-8 Lacs PA,Delhi / NCR,"Thorough knowledge of short haul, overseas Far-East & Long haul Destinations for proact...",Product Development,outbound packages,Hotel Contracting,Outbound Tours,International Travel,Itinerary,travel products,Management,1 Day Ago
AVP/Director/GM - Product Development - Digital Health - NIFT/NID/IDC,https://www.naukri.com/job-listings-avp-director-gm-product-development-digital-health-nift-nid-idc-benovymed-healthcare-noida-gurgaon-gurugram-delhi-ncr-3-to-8-years-290124906236,,Benovymed Healthcare,https://www.naukri.com/benovymed-healthcare-jobs-careers-123596329,,,,3-8 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram, Delhi / NCR","To work as a Founding Leadership Team Member & Manager-Product Design Development, base...",Product Development,UI/UX,IT Product Management,eCommerce,Chief Product Officer,Product Visualization,Product design,IT Product Development,1 Day Ago
Product Manager,https://www.naukri.com/job-listings-product-manager-inuen-healthcare-ahmedabad-gujarat-4-to-8-years-290124902108,,Inuen Healthcare,https://www.naukri.com/inuen-healthcare-jobs-careers-123473435,https://www.ambitionbox.com/reviews/innowave-healthcare-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,10  Reviews,4-8 Yrs,Not disclosed,"Ahmedabad, Gujarat",Candidate Should have minimum 4 years experience in Product Management ( Cardiology and...,Product management,Customer Research,Brand management,Category management,Market research,Digital marketing,Marketing campaigning,Branding,2 Days Ago
Assistant Vice President/Director/General Manager/Manager,https://www.naukri.com/job-listings-assistant-vice-president-director-general-manager-manager-benovymed-healthcare-noida-gurgaon-gurugram-delhi-ncr-4-to-9-years-290124901990,,Benovymed Healthcare,https://www.naukri.com/benovymed-healthcare-jobs-careers-123596329,,,,4-9 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram, Delhi / NCR",AVP / Director / GM / AGM - Product Management ( Software Product / AI Health Product a...,Product Management,Product Strategy,Product Operations,Product Implementation,Product Support,Product Roadmap,SaaS,Product Analysis,2 Days Ago
Asst. Product Manager,https://www.naukri.com/job-listings-asst-product-manager-rpg-communications-holdings-pvt-ltd-vadodara-baroda-4-to-6-years-290124501977,,RPG Communications Holdings,https://www.naukri.com/rpg-communications-holdings-jobs-careers-3620586,,,,4-6 Yrs,Not disclosed,Vadodara,. B Tech or BE (Mechanical / Rubber Tech) . Collect the data and information required f...,Procurement,PLM,Relationship management,Claims,NPD,OEM,Senior Manager Product Development,RPG,1 Day Ago
Senior Engineer - Product Development,https://www.naukri.com/job-listings-senior-engineer-product-development-envestnet-asset-management-india-p-ltd-trivandrum-thiruvananthapuram-1-to-4-years-290124501113,https://img.naukimg.com/logo_images/groups/v1/4656173.gif,Envestnet,https://www.naukri.com/envestnet-jobs-careers-4138,https://www.ambitionbox.com/reviews/envestnet-asset-management-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,188  Reviews,1-4 Yrs,Not disclosed,Trivandrum/Thiruvananthapuram,". Good working experience with CoreJava, SpringBoot and MicroServicesExposure to SAAS /...",Senior Engineer Product Development,MS SQL,Core Java,Wealth management,Cloud Applications,PAAS,SAAS,Investment banking,1 Day Ago
